Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,328.807849422,345.3553416898,342.8625160585,372.2797564554,371.0852953559,367.1936675572,415.9357837009,505.4026208174,548.9719598454,521.3645020334,559.8216185514,467.6568699846,474.9128635881,453.3890922583,529.5484885852,595.5104133902,617.5547709058,702.5389844019,706.5620391365,764.1242598694,778.3912660161,820.2028588625,897.445333164,1009.0062318469,1107.9205956407,1257.5486400866,1346.0857748005,1755.1617090429,1810.576177044,1786.8106720059,2201.2930777894,2485.7870521685,2452.1515879374,2383.0447299026,2560.5221317413,2532.4544683274,
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,58.0338467505,61.3195387723,64.8101455338,67.5008913258,71.8068333149,76.8600292627,83.9638215337,92.8950019289,101.8063205848,115.2405136168,138.8750097607,177.3575384155,223.3893748696,319.0426733333,386.1693195217,432.0634860512,435.6979990093,508.7052495458,639.4499923211,854.3291052424,1064.7964432691,1039.4351646076,948.581221413,1058.8270247483,1083.9560635789,942.3822454305,1139.9185704692,1558.8132853699,2034.1212092958,2301.6811802146,2747.2084382572,2776.4230618989,2839.1969630862,2772.7327735196,2767.3537402707,3001.1026308103,3007.6136227953,3050.2335865279,2854.6734019208,3210.2318804722,3333.1795496534,3114.6165937873,3044.1273533896,4149.0413774883,4879.4594615473,5327.8535176786,5342.1403362253,5666.6378469257,5561.898239986,5115.119246672,6244.0025738727,7504.850907449,6885.8296810695,6806.6774667307,7153.4443253521,6360.6447756857,
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,74.5962911298,80.5206961506,79.968068727,81.5878291699,87.8588065622,91.3222074333,93.845420617,95.3244020286,109.2530119714,104.9238121119,103.4097966264,108.0305906113,121.1751673548,139.9739142845,142.4105582651,187.6989973937,218.8411744203,240.6061744055,282.826656933,316.5312549199,350.4902816155,296.8917645648,310.285094928,264.9910859459,249.3013965621,329.1626463187,416.9955080882,436.5397383592,450.1869539597,429.7903622704,490.3995393239,457.4552983375,457.0583079434,403.2931148771,261.6021372142,334.3654766989,294.9204314225,268.0862194938,270.4307454843,273.5813579156,245.4343849293,245.5632726456,256.850608771,290.5096582522,318.4837946257,332.9466400768,353.8944517064,404.1131818544,463.8276186307,454.3693169169,446.8002045528,488.3573421929,472.8182180573,317.1673704686,351.9942260179,306.7787522929,
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2294.5688142158,2231.2938237478,2255.2300441304,2354.8391219798,2529.5181790541,2739.5858492819,3010.7059075795,3173.0761935223,3411.0601543446,3703.9904052553,4121.9328092489,4586.2558480315,5141.6167249519,5870.6005636841,7043.4743508384,7489.9405311583,8783.7215920411,8892.7616798895,9096.0587223253,10012.4439669407,11135.4379854841,12297.7856877506,12439.7478409307,13377.8956545368,13826.6499923594,14060.4617782265,14403.8287021822,16245.4516791506,18864.2629180983,20638.2900486958,21371.2910981421,21664.598643531,20771.2503529737,20017.4298480977,19859.2039778368,20577.4893858895,21183.2200827089,21770.1340814172,20887.8394667666,22167.2258498882,24124.169174631,23691.5947188738,24167.8043060561,28172.1488309084,31979.8719510723,36189.5883840265,40386.6994835116,44544.5268004039,46596.3359912609,40773.4543637445,47445.7619347846,52083.8262233942,52495.2884719937,52266.1756761394,50185.4814970346,43248.529909341,
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.6812771574,2184.5495783663,2344.7805068804,2470.9739069656,2804.0711019394,3487.2607361796,3739.4830433245,3720.8109665511,4087.1717824413,3963.3968726378,3943.5949232891,4342.0075368337,4920.1735792208,5937.8246126824,7141.7221403024,8317.1994563878,9434.6509755215,11943.2410738161,14449.8803436046,12161.4615983367,12546.0467310739,13869.2474715427,12978.0013413983,13685.039857039,14084.0584880209,12323.2413744676,
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,1787.360347702,1971.3163227923,2131.3916515998,2294.1828473174,2501.2931899638,2620.475547353,2784.7335477165,2960.7225858838,3121.8890308772,3344.7836025464,,,,,,,,,,,18785.0364373183,17110.4451362671,17434.8850945889,17298.5664092844,16457.8291584079,16613.6284803968,23691.9702589726,29484.8729975913,31664.1592853184,30325.7589323674,38332.1517205633,38303.049889718,39435.5381338896,38005.3234464037,41738.9701947029,48540.5774945952,46610.0597512362,40429.9372576455,41487.6901931812,40577.3366287001,37813.234256795,38538.6444695451,41336.7219170303,47960.5649721577,53255.9763084633,54797.5466345741,57348.9278823975,63223.467775151,72119.5608730311,69672.0047147337,74277.1205125567,88002.6095703805,83208.68654235,84669.2929367996,85610.8420285261,80214.7301520483,
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40538.064462257,42406.9328479547,43299.401141101,41609.0194762585,44158.0402554468,48227.6655087624,55844.1166944098,57209.2491624825,62260.2255450367,73568.2348279852,,,,,,,,,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,547.2850265784,597.6228025776,683.2210678719,665.5811900942,687.8650022705,702.9422260238,796.732852935,768.5654124768,770.0407446927,872.3223700661,939.2632970401,1097.827110171,1162.9557215445,1624.5506722438,1514.9134720894,693.4805863722,931.3423203527,1243.1358371871,1411.7685254755,1872.5746557917,2454.2881557795,2863.4625216065,2103.8238040089,1683.7256092698,1613.2942240156,1361.5153629375,1440.3644568715,1671.1666268724,1937.7106211714,2195.5414902407,2401.525181427,2727.5738248591,3277.6690859478,3461.4350919395,3942.967593861,5026.7206342632,5263.1913663815,5674.1530081465,5367.2118236476,4872.6921482922,5229.177097708,4709.9233998205,4566.5233256998,4948.7481798181,6323.7576399565,7728.6118974176,9500.8351620276,10513.540709255,10791.0201852508,10217.314025841,12785.0518749485,14582.1705198579,15253.3308268878,15764.7554534036,14566.1490549183,13383.8767996662,
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,88.7224976224,75.0489152135,70.1220819567,73.4203921403,84.5733973268,97.4700995062,103.1811732067,95.4966914846,90.3713288302,98.8898847121,111.8227226757,117.181593076,130.111264852,155.0784388503,157.9993803273,175.8657480963,162.9205234471,182.6785743114,155.184629766,182.5135323406,193.2768322206,195.5649286288,201.8080239648,223.7349393372,248.9158221033,292.5479390436,280.0980445744,250.3145871341,282.0567828454,309.2633852155,316.2244304218,331.4749159985,364.7596641408,375.8142938012,471.7608812199,607.5685831223,707.0297713023,778.9439057255,825.5479570821,869.6548820827,954.5522917304,1047.4778628689,1141.7576443751,1280.602854808,1498.1737956253,1740.0967263801,2082.183362501,2673.2941909354,3441.2213545702,3800.4745416128,4514.9405201338,5574.187093369,6264.6438779399,6991.8538656445,7587.2897316634,7924.6539566184,
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,157.1933651297,171.6359695828,172.5127541829,195.6490451129,227.441294991,217.9687483128,232.7477985276,235.8672597218,267.2454416041,271.6764349016,277.6624712396,288.67451041,321.7673080818,416.5840739124,486.7126606609,589.4045366752,674.06741632,865.6456811149,1043.7235952388,1155.5211453831,1231.0879276287,977.2246740252,840.5659441764,728.7620334489,700.3342936962,686.9096259555,868.2379230327,922.0901680542,904.565533653,830.792807933,887.3854460515,832.6844214014,854.8364233817,818.2228302727,595.7925412358,763.6689247475,817.3361966671,766.333932786,801.8595646329,766.9336227069,648.8107640662,663.6413458731,718.4531130274,875.0860950688,929.8933839756,942.2163849301,962.9184427388,1078.541501987,1257.6755819286,1233.3048561242,1236.0851980687,1231.8678340517,1281.3828651673,1447.2228209802,1545.9422492516,1398.6945890062,
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,115.4073134604,120.1198713558,125.0272859162,126.5268840233,133.7305453509,135.9693960116,139.1730804293,148.7210921247,163.5934919718,174.5961743429,171.3200387597,177.5821327671,200.5714071714,240.0051702291,299.5465050358,355.646111351,386.5308918688,411.1424748498,523.3887875514,670.0100814704,754.6648207317,829.9342338857,772.4072578161,755.5204248631,774.7025727597,784.9096070638,992.496342414,1115.2115850672,1098.7558423231,950.7622100321,923.8812783216,1000.3265409014,890.5636811237,1027.5673529387,680.6371437294,626.9560402487,679.7651938664,668.9720819718,637.3608604414,675.9238648552,583.0948382393,589.2039194702,648.3996053858,791.1064753902,892.8987776606,915.0912876797,965.3686882781,1070.9546746196,1191.7095543673,1164.7172543709,1147.2423467852,1258.9246506685,1222.1921422044,1331.2000214439,1407.4034132223,1250.7774555363,
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,129.9667836798,145.8468249545,155.9755752454,157.0753458466,164.826375992,171.273173413,185.3333420448,193.9456507882,199.5310143919,204.4845846227,205.9491868403,234.0725142575,289.3453224627,370.1872354814,387.6895086727,492.8679785471,470.579988692,463.4536207458,516.9911719751,685.0550049751,946.7770499368,1074.443244536,1130.7518141823,1065.9069695279,1083.0789042755,1037.0621820091,863.1240065744,1043.4346254357,977.9183314954,1028.2728622907,1172.7570716806,1112.1283639155,1166.3344631845,743.4105750148,667.6941418342,777.5775373765,908.72163223,808.2852124374,660.1673277345,776.3632945176,1035.5844624681,877.6263939758,927.2695885749,1049.3175951849,1362.1988328914,1737.6115464311,2144.8349428807,2259.2694131635,3094.1097195938,2428.260232581,2953.1850078768,3453.2212288565,3191.1642988109,3205.4577827894,3147.0715240876,1851.1999155549,
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,245.1974604927,268.0974099118,283.9171943105,268.3244282021,322.4722040624,302.4540889651,276.4887516953,281.9705643744,283.1117076952,298.0529383876,326.290904457,345.8505237565,374.6250379035,435.7334857956,510.989514349,529.0887548418,605.8189812838,751.6265225466,877.7964295927,1030.4969500857,1204.154102303,1282.3652220596,1342.4676109551,1304.6012577855,1260.3959599835,1125.202271338,1103.3383777269,1125.2612686389,1189.1406177251,1175.9327826333,1175.1493386873,1181.0815083482,1385.8664381663,1541.712336231,2218.7844738115,2470.6833826149,2553.5496184224,2759.9528824634,2509.1399080286,2164.4328764562,2472.1977758552,2395.856522194,2355.7257525168,2246.2576478801,2740.2498664931,3386.0254776104,3709.0769144106,4674.2117101772,5433.706412432,5148.4113436394,6250.6544997915,7227.7708295564,7885.0612923021,8030.690860538,7918.0789003935,6056.1477172041,
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,400.3191429625,358.6023814727,326.1395827551,330.0834209096,309.2805362008,320.048720872,441.0119840794,517.4904272749,530.4501496412,493.1307911446,602.274821239,577.2891244812,604.6333472042,581.5867023078,398.36636771,483.5462922565,467.5569374083,418.7347805098,414.0760238167,416.888371902,372.1890022621,391.957280988,428.7898389931,538.6976579663,609.6406980487,614.861327262,640.7429838089,712.1200098454,777.6777743653,754.9928243764,739.8977905762,790.5680955794,750.3146086005,796.7645383765,810.0757600306,,
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,498.0650336196,480.2158008172,474.9899807644,458.2665595544,428.2843041334,438.6582261468,597.3512051896,726.1527904913,803.7077679784,799.6116670349,899.2987881885,915.5546927308,996.339990257,1331.1258789016,1073.4434259168,1251.8090265423,1256.4931597732,1197.175871268,1242.9874930335,1379.0730931404,1229.0444563062,1258.5572223004,1363.5926978505,1759.2561305003,1970.8913734124,2049.6159792775,2316.4794903215,3145.6538283985,3698.3153970863,3517.3867905754,3393.9274919038,3766.1116544232,3497.6911408698,3623.2224298143,3641.1076558658,3131.1310524782,
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,380.7206472337,354.8137816056,334.4875794297,344.8288457629,353.0035524518,373.0321064806,394.1724309374,412.7291431211,442.9874543267,474.6833584626,532.6651200437,567.4105418606,635.9635986576,766.0883238308,814.7052621624,934.8975810183,1121.340684425,1391.6698587479,1554.7092077465,1734.4331419862,2022.1106492352,1069.1407092157,1033.896358807,1535.3507172183,1727.1814131348,1756.8581051882,1955.7025543542,2033.6691352406,2059.3091567601,2274.4315754866,2391.3022180291,2255.4556514704,2631.9903096946,2884.8479983906,3081.8680296344,3338.8229789315,3292.7738978098,3483.5552272661,3743.1304359625,4104.3636887688,4062.3223078323,4104.1840831196,4145.5860931013,4245.6770205149,4441.4121595225,4700.014925845,5228.0254128651,6024.0784867792,6736.1678185015,6546.5655541988,7985.9510353273,8963.6800519918,9733.3969305402,10461.5775053474,10415.4566496773,10629.8443220455,
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,457.4647120968,485.8159340122,502.9188124959,524.2076569881,556.4514986275,589.7157043221,630.458025906,668.0739255647,656.4607387851,706.1800422193,767.9045967893,825.074788851,943.824568608,1018.7138118845,1308.8272641826,1514.1136448156,1536.5246853438,1767.3055205998,1780.4681722177,2015.9659035524,2447.78763444,2671.2077724819,2928.9527339227,2930.7231296535,2762.1327438498,2698.0744567988,2436.3322693218,2601.2169670325,2744.0253568894,2790.9863257755,2963.1615148162,2893.2440515941,2820.7929911873,2946.6161751214,3100.0621939274,3373.3099620429,3640.2165730993,4034.9482723657,4392.1036848998,4635.6085592218,4989.630947177,5101.6499184274,5347.4687854327,5705.4867326152,6232.6283846034,7021.1662227732,7841.6003004062,8667.5557341249,9822.3626332807,8208.6088974171,8699.5176988195,9373.2171402575,9586.8877689309,9944.637779171,10171.0050426356,10054.8964753413,
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,653.2329198337,779.5590520635,901.371897903,1088.4540295569,1224.4233067491,1380.2501632885,1444.8022512375,1474.4820877577,1837.5021296616,2003.054959845,2024.660034927,2038.6288612278,2111.0534644676,2227.9834345266,2399.8439903116,2273.283201407,2382.6011696185,2455.2475096724,2645.6101634846,2577.237924179,2706.9754846477,2280.2483046496,2057.2206667943,2071.5108911083,2621.1357782993,2790.0700881216,2283.5646292979,2305.9278313732,2330.814109501,2559.9282198845,2749.4634915646,2841.1764832481,3003.2884678315,3201.2502722955,3398.6200123124,3786.8753292321,4677.7090142711,5193.4842857299,5385.7407270121,5494.9253114112,5688.6667321653,6092.6139017995,6448.1556351432,6789.8495974259,,,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30190.6686767543,,,,,,,,,,64104.7515979462,,,,,,,,,,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3298238406,1157.411532829,1476.2479268694,1929.3999905925,2559.2275553183,4232.0229387066,4033.240477729,4122.784498943,4091.0484976267,4258.7435894791,4488.2870025945,5642.631476351,6690.5779748932,7645.6297671171,8038.9142422417,9641.5752730129,9696.0995933236,11310.0719239521,10526.1417696747,11617.6927784249,15233.3416795295,15105.2100647242,14169.720197273,15035.9052474871,15208.7724566759,14307.3535347433,14723.2104665853,15988.2750382377,20110.1201722943,23578.4293524547,24738.009385173,26455.1323679197,30915.4863902681,34950.3512981385,31673.4577102038,30438.9001948061,31836.6195112171,28868.2738161645,27909.107205255,27245.7446249009,22957.3979825514,
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901.5254371615,2867.2294252582,3338.655157617,3916.051656017,4583.5844993381,5765.048439358,6473.4354520108,5980.2583043072,6447.4635390782,6293.3043871199,5994.5282768654,6594.7174650938,8011.8980737802,9741.0583837682,11667.6321201205,13317.7298342014,15159.1411456575,18333.9459002641,22649.3793400813,19698.4920909142,19763.9637984737,21656.9414181786,19640.9286597038,19813.8715746383,19502.4173306083,17231.2817109642,
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2750.719742355,3180.0559270296,3795.5660806001,5027.6603087591,5617.741720941,6212.7631267079,6609.7533922826,7653.8847114461,9446.1667852078,11238.3406747631,12092.3818542945,10170.4462754224,9876.228231706,9827.0224093253,9277.932299307,9393.8916905024,13410.8971003707,16614.4101036952,17863.4378971386,17697.1635135694,22219.5725271486,23269.3817972445,26333.537444515,25488.5195189314,27087.5584535617,31729.6997633451,30564.2478058387,27045.7191273318,27340.6728848884,26795.9911316814,23718.746699471,23687.3168928198,25205.164445175,30359.9521525666,34165.9340305131,34696.62091671,36447.8723183195,41814.8190965222,45699.1983232962,41732.707253158,41788.0447853084,45936.0812598523,44010.9313869814,45600.7745095204,47767.0019056435,41219.049207038,
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,805.2271502543,,768.9428869552,756.3926456652,732.3063351127,768.8000207223,757.2259706422,762.376834339,729.0950137745,756.5869605447,752.8997582576,733.8133988526,733.1436459755,736.5033301551,754.3497353097,762.8838243037,779.7667865708,792.9638512667,822.0970500664,867.6835900203,910.3645073735,974.5642374181,1060.8149402897,1234.0133556656,1279.2519479097,1358.4605000491,1472.0142049737,1586.7801332843,1683.4299228371,1813.5962261443,,
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,495.4348766268,608.4452858017,591.2242637641,784.7250668046,878.5093046733,958.5442020457,1069.2431373162,1210.6467231877,1338.7450223263,1534.7356671657,1745.9118107003,2003.912076825,2152.8602701411,2344.944440628,2546.7830717498,2701.6717274743,2814.6691240643,3018.8204821795,3139.2244746227,3323.3694131601,3473.6485547632,3676.5166253149,3830.2299792891,4819.8999538392,4925.6296915111,4837.6319338856,4997.1625801392,5329.1357961291,5250.3525611745,5522.2856184803,5953.5487178682,6463.6242173241,6891.4607966654,6937.2560836301,7023.353428216,6768.2944156404,7036.5483878434,7251.8350589569,7399.2539595181,
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,1364.5171601726,1503.5370134282,1681.0299129876,1775.3703846879,2013.2430769327,2243.9315948354,2443.2597913502,2644.7866468916,2712.6124003393,3068.2367411441,3421.9899121286,3792.5997224703,4601.0061929321,6065.3967595513,6719.2406645762,7954.9741620071,8753.2497631032,9760.6773724208,11810.033036028,13740.9671937247,13833.1235195613,11984.0137619734,11707.4102582442,11768.6552543478,11478.4429324171,12167.4543547969,17146.7043568866,21289.1634859163,22441.0873870034,21799.278140899,26861.7995866878,26960.9770963882,29526.1666015122,27553.1220287366,29992.2214710745,35351.3807065346,35650.7243420099,32835.9287666102,33368.1548509045,33440.8016200638,30743.5591735847,30751.6494603843,33228.6929087101,40458.7706402839,46487.5149113562,48816.8358639645,52041.0029728889,58501.1383160235,64181.9946654657,57895.5012246202,57647.668762065,61304.0612046553,58125.3648186912,60361.7387715794,61330.9126252044,52002.1510437879,
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,204.1262110133,192.0266541487,234.0344806826,258.5589678307,272.9138559677,228.9535936511,245.8903522462,250.8540990573,253.9043290559,281.1892718009,329.860647543,359.8270308181,417.5057012333,479.5439434029,582.8502645,698.9021801056,748.2681645917,847.6003198157,861.2578289607,968.7927969513,1141.4513284025,1222.6614852873,1310.1235997273,1387.3207541219,1626.4319604659,777.4219630831,923.8795136184,861.4006807618,778.5101826825,949.4036196115,984.6914395732,1327.4506935178,1510.0220752273,1704.8506969028,1871.6674311787,2072.6844395041,2258.2582587105,2400.1933770533,2551.9077890508,2575.5638814459,2802.424044068,2862.1630796842,3008.469047675,2372.6297718758,2421.093882172,3681.0654146785,3836.4756486028,4637.2399594493,4996.9426634951,4933.9430497401,5441.9657488024,5820.3962996454,5967.0009840488,5952.3290067834,6147.3435691579,6373.5535528073,
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,244.8237353435,213.4850477944,171.2091366033,225.5298034452,236.6091817103,248.3801423453,234.1907753813,252.4203034226,280.2706473581,300.9842928471,334.2595551532,339.3840009064,439.7310730989,551.4344548716,813.0499102371,931.1055852846,1031.3033739179,1185.5106235703,1447.6176434358,1771.9655051015,2189.7757191826,2223.6969116934,2197.1105947204,2298.8840276882,2452.6642486155,2567.4955207606,2740.6541697963,2790.4749071114,2402.8254615619,2202.5581177091,2394.4206084226,1721.5820670659,1766.0659189259,1797.5418035855,1499.9840915927,1444.9079361161,1596.0068590016,1611.9619475101,1588.421338282,1580.95756935,1757.0119744415,1732.9585173545,1774.2920207991,2094.893302133,2600.0065197256,3102.0373842267,3467.544740086,3939.5599393981,4912.25194082,3875.8220954243,4473.4864456812,5447.4039755657,5583.6161595013,5491.6144135648,5484.0668056148,4206.0312324496,
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,89.3632995949,78.466823544,70.9018655357,74.8367004055,84.7836994792,96.5865713526,102.8234058813,97.0775576036,95.5064234083,104.3686713476,113.2106223368,118.406367884,130.9226689742,161.2361267287,178.3876679811,196.6677908612,196.4179353382,223.5995563832,214.4314510969,244.7811214203,279.2369411099,294.2959411157,301.6970437223,310.9384333924,330.9332161497,356.2746126868,348.0639861633,337.9107816421,371.3307235127,396.0143523259,418.2598920038,448.844824888,495.0346309765,529.1893550252,628.5143706229,766.1104036529,869.299844262,889.4902465528,805.6618669586,876.5872722901,956.0317202852,1008.864911156,1106.4477995731,1239.8296937952,1425.9992060458,1635.2574943285,1952.0559603842,2449.9794326976,3074.7576872416,3307.9456557867,3982.0140655849,4830.8246375358,5349.2343643924,5850.5558064492,6242.2713217776,6420.900929916,
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,157.189380891,154.6014325842,156.2115732915,161.3583755422,180.6746600296,192.4955465551,185.074074352,189.5173439774,199.9568407675,218.0682898363,224.817416218,237.2169584841,254.2809054662,317.3332539203,433.5873804502,454.8853310634,485.3664318015,530.1377586606,573.2115730437,679.7200335079,818.9107748076,892.5634482295,827.4856766601,814.6772287171,782.2318225767,781.2350184842,772.4848405573,759.9191763873,800.0180752567,799.5003581166,899.5963668591,932.4379717208,1000.8002780497,1071.8897167494,1099.6230625659,1105.232412494,1183.4670648903,1240.112546845,1197.754828425,1247.0824108398,1327.8100544406,1290.6197532344,1231.9277241527,1353.2637264521,1546.773945457,1773.6937676925,1997.8846927675,2336.7897708088,2589.3786743689,2452.2139166245,2929.8309058376,3223.3020381514,3313.8725587062,3321.8254961848,3329.3001789604,3173.9738726323,
